Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
1427,10497,36305,35853,9841,1764,604,1216
851,1365,841,513,1218,9308,40257,40201
891,1571,10065,38442,38300,11201,1295,827
670,1563,4762,18131,34450,35940,18044,5658
867,770,525,407,1129,6682,24637,25573
445,2309,5034,19179,37787,38740,19295,5758
58615,59190,21397,3071,1052,656,963,1078
858,1418,463,493,1174,5015,18863,37275
620,2130,12587,47847,48287,12539,1622,756
780,1101,168,714,1113,1157,1070,1597
532,714,976,628,1151,5382,19734,37858
773,896,1207,5190,28712,65535,65535,28664
807,736,974,210,743,1541,911,1197
16070,58295,57473,15748,2064,1529,610,1173
786,2042,17021,64070,64892,17565,1415,964
994,2091,4914,16960,33426,33971,17404,5406
877,1907,14804,56029,56055,15791,1415,1197
1112,2502,14740,57473,57823,15867,1425,1403
720,1191,475,288,615,1798,1209,938
42089,43021,15686,2727,728,1596,595,1357
46547,46253,17061,2707,1017,1431,696,1194
50587,51507,18873,3186,1202,1338,298,516
772,738,494,341,219,1180,674,1010
509,1252,603,392,682,1457,954,1057
768,981,1153,4807,29362,65535,65535,29347
9343,33064,32576,13600,29261,65535,65535,29400
676,1344,661,536,1288,1318,452,981
849,1157,406,467,1230,1248,725,1358
206,1086,684,445,1552,11065,43426,42859
923,7497,24322,23886,7223,1677,883,1699
16463,59671,58586,16016,1586,1418,490,656
9699,35030,34443,9498,1311,1441,698,881
14180,52456,52016,19127,27548,64747,64099,26683
1355,9736,34189,34613,9098,1962,568,1371
11204,40103,39985,11393,1879,1089,541,584
861,1537,9803,37569,38008,11771,1356,1007
887,9326,32689,32524,9164,1713,800,1248
1059,1236,1062,4818,27395,65535,65535,28686
772,2130,13262,48753,49790,13857,1333,801
1006,1221,638,330,1155,10075,41741,42429
1089,7787,26744,26866,7421,1369,611,1227
14569,54304,64486,61575,49326,12934,1347,627
863,1578,464,343,1305,8779,34676,35403
1548,6633,23266,23457,6901,2061,615,1116
862,1090,386,728,787,2139,998,1318
605,1899,11398,43152,43357,12003,1175,1604
899,1899,11597,44485,44974,12522,1687,1164
1169,1397,1201,252,1134,5702,21757,42219
53702,53305,20053,3103,999,1161,789,1792
477,2253,5347,20396,40822,41388,20669,6162
1128,8708,33240,33359,9365,1702,963,988
859,2261,15176,58822,59186,15733,1686,812
805,1055,615,337,989,1947,962,1175
471,2419,13604,52672,53153,14636,1869,1215
799,998,395,659,908,1062,421,504
1016,1784,3761,14160,26782,32190,34121,44127
786,2294,11019,40792,40959,11537,1305,779
48288,48712,17940,2679,718,2181,453,789
54437,53803,20072,3266,1105,1249,925,776
378,1296,771,3978,22852,55518,54077,23267
870,1720,3720,12717,24892,25511,12424,3940
916,1088,209,543,802,4423,14209,27706
888,877,5210,17989,35284,36157,17868,4844
1017,2249,3914,12770,25535,26639,13659,3834
1153,1035,474,420,854,2108,671,643
343,1317,714,3845,21519,51692,50634,21613
966,1914,16197,61374,62135,25181,39541,38205
773,1338,595,312,1129,1730,458,714
876,1324,589,122,486,4172,15027,29903
1434,1959,13480,51991,52010,14347,1469,927
12422,51746,65535,50868,12028,1838,781,1311
13702,49023,48983,13665,2356,1786,1016,459
13282,47696,47553,13036,1240,1877,588,1032
57546,57005,21686,3394,1399,1169,302,629
48559,49156,18415,2681,1122,1725,1182,1163
12410,45343,45278,12359,1788,1696,844,772
12440,45249,44217,12507,2154,1048,295,1190
37280,38180,26100,48699,46816,13446,1567,422
53877,54049,19940,3008,835,1442,665,879
570,1919,10184,42681,57525,52711,42889,17912
45108,45908,16900,2768,1756,1307,831,1154
885,951,339,480,902,4284,14608,28278
49114,65535,62374,15296,1619,1566,832,1138
647,1570,12941,49386,50732,13780,1282,1318
1058,1100,804,5311,29320,65535,65535,28814
1513,9196,32793,32328,8669,1785,813,664
1070,1646,202,662,569,1414,744,370
745,1212,1153,5263,28921,65535,65535,28723
1058,1535,707,523,811,2004,747,1409
825,1401,319,475,1073,1888,428,907
920,1188,3998,13065,25502,25691,12760,4299
1570,10746,38810,38995,11080,2226,841,745
637,1867,593,354,819,11091,42652,43518
695,1912,3470,11595,22686,22795,11921,3698
835,827,969,276,1371,10885,43507,42891
1271,1121,436,704,1172,5293,21795,42238
11391,39906,39634,10887,1340,1954,959,994
1093,1183,237,601,963,1341,590,1173
873,1629,3714,11989,22939,23000,12176,4121
620,1647,5715,20380,40829,42976,33505,31612
889,1047,922,5055,29327,65535,65535,29326
888,1135,673,243,796,2086,701,909
420,1872,11487,42805,43284,11461,1665,1103
769,1681,4429,14965,28760,28974,14728,4370
771,1660,5447,18434,36995,36679,19198,5843
1295,2078,4209,16375,31519,32003,16363,5030
600,1570,13654,49971,50768,13829,1724,515
430,2087,11737,45880,46130,12974,1478,839
903,767,943,351,995,1590,556,1445
705,1596,458,862,1177,4037,14373,28698
13506,47962,47152,13134,1954,1409,809,987
678,1135,550,950,952,5407,17497,35299
991,1305,441,502,1542,7127,25578,25253
53522,54281,30020,42386,39897,11225,1291,847
1368,7362,27127,27139,7528,949,848,1404
911,1007,392,350,1232,4897,19510,38004
42677,41638,15856,2791,850,1892,822,657
740,1160,529,367,1542,3359,13111,25458
390,1117,1145,4805,26762,63860,62357,26183
1075,1714,10894,41699,42067,11817,1196,1115
12132,44249,43587,11976,1514,1978,604,1137
696,2040,4707,16162,31684,32421,16305,4275
845,1070,744,636,382,1464,635,886
685,1440,866,4787,26980,65243,64081,27227
1122,1698,806,707,1524,10554,44904,45713
853,1820,772,530,1374,7840,33107,33433
14571,52283,51221,14121,1961,1468,594,828
603,836,1196,725,974,1245,870,884
47651,48503,17303,2980,837,1275,1108,916
580,2026,12545,47194,48144,16317,20124,38163
719,1927,11589,42694,43166,12582,1462,1252
42956,43747,31982,65535,65535,17304,1728,1360
994,1673,3511,11908,23808,24679,12269,4067
897,907,594,3951,22505,54655,53933,22354
791,1974,4561,16724,32813,33739,16838,5367
1063,7052,23756,23255,6411,1642,732,1283
15984,57404,60842,29827,29284,29624,14953,4429
1395,1627,13926,52927,53403,14499,1568,1035
51737,52667,19359,3127,722,1201,635,1146
1129,687,522,625,936,4666,17170,32622
1011,1494,1027,236,1412,10595,44483,44294
1350,10110,36934,37009,9920,1796,1029,845
14699,51414,50779,13719,2687,1583,1250,853
1147,10600,39095,41216,27066,42999,40876,17370
927,1209,674,3933,24171,59711,58428,24628
1508,9538,33445,32983,9625,1857,497,435
39543,39059,14779,2578,1136,1817,875,1058
550,2529,12713,48338,48575,13944,1459,1121
712,1790,4080,14185,27410,27838,14307,4703
1406,10677,34799,35210,9090,1635,834,929
989,1142,172,470,278,1122,904,769
605,2374,12384,48621,63220,53253,41560,16980
655,1426,780,722,1433,8358,34615,35353
913,893,556,449,462,959,636,983
388,1215,845,904,981,4459,15007,29241
968,741,891,5264,28633,65535,65535,59470
819,1043,611,3984,19900,48652,48154,20491
1067,769,789,4473,24689,59659,58671,24703
52266,52717,19766,3336,1089,1103,819,1054
10826,39511,38988,10454,1186,1654,414,1245
645,1472,577,4010,22895,56496,54911,22842
61595,62524,22782,3645,890,2240,622,637
591,1295,691,754,1354,10351,39935,40554
1366,2070,14743,57525,58320,15646,1910,1428
46303,47113,17445,2831,1043,1277,481,651
46412,47980,17674,2384,1061,1295,482,927
714,977,340,670,1457,9566,39474,39568
960,1665,4164,14762,29311,29798,14517,4728
41856,41911,15665,3017,1235,1797,418,1130
849,1958,11516,44537,44591,11505,1860,1674
716,1014,540,414,1086,4927,17060,33922
658,1822,610,665,299,1515,787,645
13973,54567,65535,39997,8643,2470,944,927
1092,1810,11224,42740,42844,12053,1395,1264
728,1731,599,5432,29215,65535,65535,28541
1206,989,797,3316,18117,45870,44691,18389
13911,51103,51033,14151,1618,1750,900,940
62064,61261,22827,3382,612,1342,612,1147
607,2152,4894,18027,35651,36697,18993,5432
1221,1753,630,536,1261,4049,14168,27116
599,1410,716,602,1456,9350,39736,40112
1051,889,486,338,725,1305,957,686
836,2459,17371,65535,65535,18620,1708,1387
672,1737,488,427,1205,8387,33086,32646
1093,2004,9744,36885,37002,10618,1235,1285
54432,55528,20500,3029,1345,1815,998,427
42769,43442,16117,2594,743,1230,738,810
910,1297,1025,4206,24092,57969,57112,23929
634,1220,545,536,1287,1743,616,1228
513,668,1062,4531,24429,59546,58368,23948
16252,58747,58233,16211,2256,1069,59,998
1657,11185,41089,41005,10715,1692,682,1370
824,616,865,454,776,5062,22697,45372
1062,1023,909,4060,20711,50037,49836,21234
1150,11172,37927,37847,10535,5128,16104,31342
779,2738,15181,58108,58743,15555,1717,1328
829,9542,32780,32597,8429,1179,1009,829
970,1561,1047,4333,22508,55689,55260,23344
880,2032,16036,63760,64373,17899,1812,877
46298,65535,49232,12457,1391,628,726,940
1354,7805,27535,27288,8299,2406,911,1155
712,858,705,533,775,1115,839,899
914,971,388,365,1309,13900,58525,65535
942,2073,5108,17603,34502,36092,17612,5334
1392,9853,36714,36494,9665,1813,901,1097
13903,48889,48270,13385,2132,1773,178,1158
13884,48992,49026,13123,2154,819,828,1019
1096,2118,3942,12923,25984,25357,13188,3806
55789,56983,20825,2961,759,1189,579,1040
787,1774,623,496,1320,8486,35833,36356
15499,57248,55908,15458,1821,1406,186,936
594,1392,277,490,2088,9627,40484,40375
666,1566,543,601,1231,4221,16983,33687
624,1597,4803,16502,31992,32543,16165,5342
1291,2107,16404,62342,63212,17761,1477,1436
904,1445,613,5479,28089,65535,65535,28250
57348,57192,20609,3081,735,1130,857,744
528,830,3645,12105,23081,24357,12305,3955
1022,6953,23314,22983,6672,991,557,542
842,1252,443,663,876,1476,1027,1111
924,2117,5047,19426,37087,37896,19538,5591
42667,42937,15794,2431,861,1460,1132,613
444,1415,570,292,962,8581,32813,33346
13927,52044,50848,13790,1914,1859,0,1095
15427,55873,55530,15095,1677,1139,422,947
919,2677,17020,65020,65535,38823,13803,3979
833,2016,13885,52706,53138,14242,938,828
39975,39822,14864,2359,710,1419,586,1458
863,1318,637,637,1002,958,732,903
36495,37092,13584,2201,1291,1356,957,995
1220,1639,3899,13497,26534,26790,13731,4319
1404,9300,32587,33167,8572,2239,570,551
49543,50226,18387,3143,363,1379,686,1001
42565,42121,15811,2172,1406,1909,660,950
1047,1821,4192,13174,25742,26889,13367,4427
737,1392,10168,37352,37922,10640,1281,1276
1787,10460,39819,39501,10624,2251,407,854
747,1307,853,5268,29628,65535,65535,30018
40844,41761,15508,2611,1010,675,593,1514
14656,53561,53673,14573,1687,1416,833,1211
944,992,511,851,1506,8157,30419,30602
1654,11018,38816,38157,10651,2021,575,1077
1013,1984,5350,18717,37313,37862,19176,6154
58276,57756,21619,3614,1211,1212,655,777
725,1335,737,788,864,819,416,1208
868,1236,909,4591,23926,57683,57657,23880
13441,46254,45826,12779,2404,996,1269,984
1048,1129,505,468,980,4599,15369,29363
759,1239,1052,4183,24056,59478,58889,24633
837,1877,4011,12988,24728,26930,12372,4576
1718,9503,31491,31253,8521,1843,1039,779
58045,58381,21418,3215,1061,841,514,1002
45138,46088,16445,2642,777,1983,707,1304
1003,1839,4892,18378,36244,37199,18551,5425
12496,45663,44184,12145,1456,772,277,1076
642,2211,13824,53079,53150,14743,1589,765
1157,1775,4767,17483,34915,35782,17932,5016
629,731,47,370,1381,3802,13665,28050
930,1317,1198,3673,19948,47401,46816,19910
11308,41096,40256,11382,1535,1520,862,1348
1034,1719,589,3728,19561,47663,46577,18858
277,1424,723,358,602,1124,529,1088
859,1464,919,4460,26637,65510,63770,26754
9894,35159,34211,9704,1223,857,519,1007
774,2434,16666,61422,62513,16737,1986,1204
729,1398,507,563,1330,813,560,1169
1044,1987,15148,58330,59698,15689,1685,937
1186,7398,25884,28475,27368,50870,49458,20880
1141,1718,13079,47932,48495,13485,1393,977
502,1852,14452,54372,54795,15595,1705,1177
39586,39884,15187,2491,1087,6728,28989,30159
627,1495,397,875,897,3878,13724,26423
45892,46259,17229,2497,808,1136,565,1258
988,1419,14027,53059,54061,15206,1753,1166
10173,35616,35525,9786,1372,1459,636,563
863,1693,417,428,799,5122,21576,42617
947,1624,877,492,1552,5661,22408,43515
1077,2067,16210,63019,63700,17602,1826,1339
882,1929,807,4550,25810,61859,60804,25702
1206,1181,285,523,1001,9376,39739,39811
12722,45304,45180,12571,1530,1161,715,908
15415,55409,54730,15114,1939,869,902,1041
1033,1665,4800,15409,31370,39174,54549,44588
35754,37186,28412,60781,59446,15572,1933,841
595,970,808,4348,25969,65535,65535,65535
1050,2297,3581,11666,22305,23019,11666,3945
770,1850,953,437,1298,5368,22073,43795
653,1895,474,3322,18294,45168,43841,18618
594,1114,584,618,1268,4277,15267,30150
1037,1429,1004,3258,18794,44923,44101,18779
848,1340,926,496,713,951,958,868
14290,52447,52230,14335,1782,1363,884,534
1324,8683,29327,29388,8067,1916,299,1326
652,1716,13377,51824,52016,14741,1610,1061
10354,37056,36282,9869,1967,1754,1022,1370
59682,59957,22508,3756,1292,1595,523,802
54664,54807,20767,2827,774,1289,584,1041
10136,35360,34585,9599,2034,9860,40554,41158
48753,48826,18215,2853,1576,1541,818,1234
13584,47694,47215,13104,1617,1458,1001,1303
606,1345,976,643,866,1810,628,971
483,1178,963,553,670,1912,1073,1464
887,2254,15904,59338,59132,16136,1354,1292
721,1672,780,595,416,1336,648,973
887,1213,545,30,1522,4461,16535,32000
788,2063,4659,15589,30397,31228,15586,5407
48286,49777,18178,5461,18227,42409,41810,17595
821,1287,867,4075,22662,54507,54427,23237
908,1047,481,201,1237,8767,39893,40665
1303,7067,22737,22573,6515,1728,1095,1230
10022,37850,36767,10443,1630,1838,417,866
12894,44709,44172,12303,1624,727,550,1127
11822,42598,42766,11640,1756,1833,943,783
1167,707,442,703,1057,1820,343,1354
61539,61284,22643,3614,1074,1731,418,1325
48088,47810,17432,2881,1819,1423,712,1309
44216,45062,16492,2833,1062,1097,208,517
911,1338,863,3204,17736,43021,42481,18100
664,489,474,504,1564,5949,22178,43270
63096,63771,23647,3702,1030,1733,928,1103
758,962,540,373,1335,8372,34033,35039
1087,1699,4494,15241,29999,29956,15303,5657
935,2060,14054,54599,54856,14867,1439,397
484,2836,17095,65535,65535,17476,1734,1498
872,1177,1023,363,1376,8147,33430,34506
853,1789,3490,11872,22804,23544,11968,4138
776,1076,599,4558,27358,65488,65049,27022
1565,11723,40953,41112,10877,2285,674,660
1085,2215,10794,40214,40615,11317,1362,559
588,1266,698,413,1134,7664,27182,26779
666,1820,744,3783,21527,51831,51703,21235
886,2676,19156,65535,65535,39534,12740,4122
11146,39084,38559,10458,1375,1448,580,841
894,1395,286,652,1291,4935,19431,38053
59361,59308,21875,3384,935,541,687,995
14009,49996,50132,13763,2180,1128,601,1034
974,1262,4825,16445,33415,33247,17156,5050
667,2376,4973,18106,35087,35518,18033,5717
12450,45227,49235,31636,40587,39991,20138,6221
1218,1494,758,323,1480,5474,22833,45920
685,1169,1022,520,811,1454,476,501
350,2798,15902,59289,59845,16002,2094,1524
1101,1208,730,510,1143,4002,13222,25729
421,895,935,556,1563,4744,22407,44059
746,1716,5368,19506,38154,38386,19896,5862
1042,488,903,5380,29475,65535,65535,30335
11914,41807,41365,11367,1491,1327,858,1504
55556,55285,20633,3357,1069,1175,557,1137
927,1141,582,524,1178,4844,22130,42955
56769,57414,20943,3438,1181,1976,635,1373
975,1252,716,447,1476,4046,13673,27482
12891,46095,44697,12503,1409,1017,1035,1298
52449,65535,65535,16520,1919,937,991,482
1181,1014,806,3751,20080,49709,48881,20172
860,1444,636,833,1411,10708,41499,42674
746,1232,547,476,965,9450,39062,39002
1423,6590,23732,23293,7109,1755,876,1220
817,1752,15237,58722,60129,16457,1705,721
549,1589,5187,16997,32674,33425,17081,5348
668,1047,259,329,825,1877,790,1052
601,830,364,480,856,1145,144,1052
46211,45923,17309,3021,1411,1158,667,842
964,1390,813,676,1010,2143,405,784
842,1701,437,590,1162,2048,1136,1129
477,754,583,642,1189,1664,373,1488
61842,63092,23404,3662,1463,10098,42770,42349
786,2664,16236,60316,61730,16856,1331,1435
16402,59272,58510,16266,3014,1941,506,759
556,1453,624,579,1243,1504,565,584
683,1409,286,629,1095,3868,15029,30928
803,1399,173,595,902,869,802,1088
443,609,686,557,948,6528,25425,25390
280,1268,630,297,837,1493,1110,444
810,1707,10292,42253,63260,65535,61762,25587
786,1078,540,4249,25840,62320,61754,25285
49115,49575,18324,2896,1314,1360,469,1243
11727,41255,40190,11212,1165,1172,876,766
1041,971,757,797,1054,7178,25956,25797
51590,51599,19025,2860,1044,3928,13884,25664
1017,1273,1011,451,767,5349,21341,41004
674,1351,669,664,993,5404,20254,40514
12086,43897,43773,11764,1604,802,795,1384
578,1080,684,809,1597,9884,39093,38693
12444,44207,42733,11493,1558,1499,591,1539
45724,46255,16948,2584,1381,1683,919,1019
1001,264,768,5279,27730,65535,65535,27537
56622,56760,20468,2950,1073,1347,810,655
824,1657,11172,41175,41119,11021,1521,1370
853,2155,4901,18573,37149,36771,19238,5308
962,9311,29949,30015,8065,1995,608,1284
1052,883,795,470,946,4354,13337,26228
759,1547,4050,12946,25417,29154,28275,33711
546,1234,494,4142,21017,53325,52163,22000
425,1357,346,492,1656,4941,20210,40530
890,1535,617,3709,21227,52520,51347,21872
430,2017,10652,40944,41793,11355,1486,843
740,1695,856,516,613,1166,536,1334
1040,996,1073,5033,26806,64729,64213,26910
59385,65535,61926,43885,10871,1742,846,941
880,2126,12245,45937,46350,12605,1496,804
587,1002,668,509,1314,7972,30712,31013
900,2184,802,763,1637,10505,44195,44602
222,2043,4946,15101,28917,29678,15184,4549
949,1825,4759,15515,30914,31657,16268,5128
1097,1348,914,528,1094,4038,15200,30749
334,1240,1211,4992,26619,64131,63849,26421
943,1395,5310,18421,36630,36120,18272,5143
952,868,629,340,801,1283,905,1206
58073,58272,21871,3404,1378,1660,597,1022
743,959,640,271,1276,10323,42342,43746
12878,46213,45785,12507,1720,1313,602,1252
799,1722,875,251,606,1707,1156,1534
474,1452,4469,14966,28723,29851,14585,4884
690,2376,11484,42911,42535,12304,1512,926
615,889,462,328,974,859,610,807
15370,55776,54880,14995,2383,1965,1265,1274
62151,63051,23017,3927,923,1233,877,899
1089,1151,737,517,1075,4399,14901,29384
1513,11336,40990,40526,11155,2167,722,1390
44134,45312,16308,2727,890,1224,982,403
62194,61979,23180,3378,1408,1670,833,1100
815,1589,754,4046,21562,52658,51581,22311
13398,48605,47723,13282,1413,1299,847,1088
796,1302,657,134,1063,1212,636,870
760,906,668,4983,29595,65535,65535,29813
929,1969,4944,17785,35452,35648,18369,5739
1697,7205,24607,24206,6850,1305,927,844
482,1293,540,308,1262,8632,36311,37359
790,800,766,431,626,4762,17660,34261
10983,39550,38688,11282,1678,833,916,1610
844,1639,4855,17636,34230,34721,17468,5130
16149,59489,58609,16240,1947,1173,796,800
1430,11114,40733,40124,10854,1762,936,1213
950,1592,692,2790,17804,42620,40785,17406
873,1846,294,662,1195,4172,16256,31892
14879,54695,53899,15130,1891,1283,464,1302
805,2507,14763,56251,56790,15812,1150,942
452,1708,4838,16895,32850,32415,16823,5147
1155,1558,812,394,588,920,1304,1113
529,1641,10605,42346,42575,10950,1295,798
1102,8472,29012,28986,7670,1790,621,1411
1093,1050,493,408,480,1363,883,669
648,1571,776,545,1395,10065,40913,41243
859,1597,581,424,1383,4762,19300,37018
16144,58433,58091,16172,1750,1079,490,785
1363,9162,34546,33992,9260,1951,495,1115
1066,2157,12923,48494,49141,13500,1713,1008
961,1313,269,574,1156,8433,33677,33482
217,917,614,777,914,1420,645,905
526,994,231,443,991,885,742,992
781,1108,753,3035,16861,41395,40915,17238
9559,34246,33192,8944,1727,4274,15987,31038
44102,44409,16561,2423,945,1393,311,805
14626,51098,50337,14474,1783,1619,778,1091
49144,49602,18571,2866,986,1277,992,1319
1746,11591,41848,41161,11053,2699,737,1248
40567,40629,15212,2379,414,2111,945,778
11338,40694,40827,15093,25090,59480,58200,24387
728,1576,467,717,1490,10787,45392,45997
1505,9587,31847,31682,8000,2572,639,783
16227,58592,58022,15721,2188,587,615,1180
45197,45452,16967,2766,1198,856,452,638
9411,32426,32397,8833,1812,996,575,856
